"incidentid","statusid","flowstatusid","assignmentgroupid","summarydescription","incidentdescription","impactid","priorityid","categoryid","assignedusercode","opendate","closedate","startdate","solutiondescription","requesttypeid","calltypeid","solutionmethod","username","definitioncategoryid","definitioncategorypath"
1306476,"14",NULL,5768,"Eposta gönderimi hakk","Merhaba,
Divittikei mailin gönderilmesi konsunda desteklerinizi rica ederiz.","2","4",18271,"absaglam","2026-01-22 15:12:15.47","2026-01-22 15:13:47.09","2026-01-22 14:30:25.06","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306465,"14",NULL,5768,"tırsan","merhaba,

ekli mailin serbest bırakılmasını rica ederiz. hesap açılış evrakları gönderilmektedir.","2","4",18271,"absaglam","2026-01-22 15:11:12.337","2026-01-22 15:11:59.5","2026-01-22 14:16:15.053","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306437,"14",NULL,5768,"İstisna Talebi","Merhaba,

Divite eklenen maildeki bilgiler ile Kuveyt Türk Yatırım tarafında müşterilerin manuel olarak hesabı açılacaktır. Mailin serbest bırakılması hususunda yardımlarınızı talep ederiz.","2","4",18271,"absaglam","2026-01-22 15:09:16.8","2026-01-22 15:10:41.947","2026-01-22 12:57:42.74","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306431,"14",NULL,5768,"SEGEM Veri Paylaşımı Hakkında","Merhaba,

SEGEM tarafından 2025 yılında yapılan yenileme eğitimini alan personellerin listesi alabilmemiz için bankamızda SEGEM sertifikasına sahip personel listesini iletmemiz gerekiyor. Söz konusu listede TCKN verisi yer aldığı için hassas veriye takılıyor. TCKN versis segemde zaten mevcuttur. Ekranlarına e-devlet üzerinden giriş yapılmaktadır. Bu sebeple sbmegitim@sbm.org.tr adresine atılacak e-postaların maskeleme yönetemi olmadan gönderilmesi için yardımlarınızı rica ederim.","2","4",18271,"absaglam","2026-01-22 15:06:09.413","2026-01-22 15:09:09.617","2026-01-22 12:35:38.99","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306371,"14",NULL,5768,"Hayat hemşirenin mailde veri engeli","merhaba,

yeni iş yeri hemşiremiz Hayat Etreci hanım sağlık taraması için sonuçları çalışanlarımıza iletirken veri engeline takılmaktadır. yetki rica ederim.

iyi çalışmalar.","2","4",18271,"absaglam","2026-01-22 15:04:42.48","2026-01-22 15:06:01.553","2026-01-22 11:10:06.263","Mercek taleplerini kullanıcının kendisinin açması gerekmektedir.","10","3","Mercek taleplerini kullanıcının kendisinin açması gerekmektedir.","absaglam",NULL,NULL
1306186,"14",NULL,5768,"mailde tc iletme yetkisi","merhaba,

onur@birimlaboratuvari.com mail adresi ile Ayşem Taşkale / Kuveyt Türk - Sağlık <Aysem.Koltukoglu@kuveytturk.com.tr> Büşra Ören Karaca / Kuveyt Türk - Sağlık <busra.karaca@kuveytturk.com.tr>Nihansu Özdemir / Kuveyt Türk - Sağlık <nihansu.ozdemir@kuveytturk.com.tr> Hayat Etreci / Kuveyt Türk - Sağlık <hayat.etreci@kuveytturk.com.tr> mailleri arasında tc iletimizde veri engeline takılmaktadır. Sağlık taraması uygulaması nedeniyle bu mailler arasında veri engelinin kaldırılmasını rica ederiz.

iyi çalışmalar dileriz.","2","4",18271,"absaglam","2026-01-22 14:44:20.877","2026-01-22 14:59:31.567","2026-01-22 08:24:48.347","Müşteri ile iletişime geçildi. Bu konuda gerekli açıklamalar yapıldı.","10","3","Müşteri ile iletişime geçildi. Bu konuda gerekli açıklamalar yapıldı.","absaglam",NULL,NULL
1306377,"14",NULL,5768,"Mail İstisna Tanımı Hk.","Merhabalar,

Aşdağıga görüntüsü bulunan mail müşterimize iletilebilmesi adına tanımlama yapılmasını rica ederim.

Müşterimiz bankamız hesap ve krei kartlarının açılışındna buyana tüm hareketlerini excel formatından talep etmiş olup müşterimiz maili de divite eklenmiştir.

Desteklerinizi rica ederim.","3","4",18271,"absaglam","2026-01-22 14:41:21.19","2026-01-22 16:09:19.587","2026-01-22 11:11:14.523","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306088,"14",NULL,5768,"e posta istisna","merhaba müşteri ile vefa protokolü paylaşılacaktır.","2","4",18271,"absaglam","2026-01-22 14:41:16.977","2026-01-22 14:44:13.74","2026-01-21 17:11:59.963","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306067,"14",NULL,5768,"Mutabakat Belgeleri Gönderimi","Senebaşından itibaren denetim gerekçesiyle birkikte çalıştığımız kurumların mutabakat taleplerini iletmekteyiz. İlgili belgeleri kurumlara iletebilmek adına istisna tanımlaması yapılması hususunda yardımlarınızı arz ederim.

Saygılarımla,","2","4",18271,"absaglam","2026-01-22 14:36:38.04","2026-01-22 14:41:10.743","2026-01-21 16:32:23.033","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306064,"14",NULL,5768,"Param Sözleşmeleri Paylaşımı","Merhaba,

Ekte bulunan maildeki kişilere sözleşme paylaşılacaktır. Veri güvenliği ihlalinden mail gönderilememektedir. 

İstisna tanımlama rica ederiz.","2","4",18271,"absaglam","2026-01-22 14:35:01.313","2026-01-22 14:36:30.21","2026-01-21 16:35:35.207","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306057,"14",NULL,5768,"Hesap Ekstre Yazdıramama sorunu hk.","99940776 Ramazan ESEN 1 yıllık hesap ekstresi istemektedir. Fakat duruma sistem izin vermemektedir. Konu hususunda yardımlarınızı arz ederiz.","2","4",18271,"absaglam","2026-01-22 14:23:30.607","2026-01-22 14:33:38.06","2026-01-21 16:26:41.883","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint
Talebiniz uygun görülmemiştir. İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir.","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint
Talebiniz uygun görülmemiştir. İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir.","absaglam",NULL,NULL
1306048,"14",NULL,5768,"VCF Deployment Projesi hk.","MErhabalar,

Vmware Cloud Foundation ürünü kurulumu için danışman firma ile paylaşılan ""RE: Kuveyt Türk & APRO - VCF Kurulum Mail Loop"" konulu mailin istisna kapsamına alınması konusunda yardımcı olabilir misiniz.

İYi çalışmalar","2","4",18271,"absaglam","2026-01-22 14:20:24.173","2026-01-22 14:21:18.767","2026-01-21 16:15:22.097","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306035,"14",NULL,5768,"hesap ekstre gönderimi hk","Merhaba müşterimize hesap ekstresi gönderimi için masraf ödemek istememektedir. Müşterimiz verimli müşteri olması nedeniyle veri istisnası talebinde bulunarak boa üzerinden olmayacak şekilde hesap ekstresi gönderimi için desteğinizi talep ederim","2","4",18271,"absaglam","2026-01-22 14:14:54.127","2026-01-22 15:17:17.077","2026-01-21 15:49:36.473","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306024,"14",NULL,5768,"mailin kısıtlanmaıs","merhaba,

ektkei maillerimiz işlem için acilen müşteriye iletilemsi gerekmektedir.  avukat bilgieri mevcuttur. satısa gidilecektir. maillerin serbest bırakılmaısnı rica ederiz.","2","4",18271,"absaglam","2026-01-22 14:13:08.733","2026-01-22 14:14:36.467","2026-01-21 15:36:34.087","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306348,"14",NULL,5768,"Veri Koruma Sistemi Hakk.","Merhabalar kolay gelsin 

97807843 nolu müşterimizin şubemizden talep ettiği bağımsız denetim tabilik evraklarını firmaya tanımlı mail adresine atmaya çalıştığımızda veri koruma sistemine takılınmakta olup evrakların maskesiz gönderilmesi elzemdir. gönderilmeye çalışılan evrak divitte eklidir. Yardımlarınızı arz ederiz.

costa1@royalfoods.com.tr firma tanımlı mail adresidir.","3","4",18271,"absaglam","2026-01-22 14:08:54.627","2026-01-22 16:02:18.23","2026-01-22 10:51:05.537","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306020,"14",NULL,5768,"Mail Serbest Bırakılması Hk.","Merhaba,

adiguzeldogukan34@gmail.com, mertcancucen@gmail.com mail adreslerine gönderilen ve ekran görüntüsü paylaşılan mailin serbest bırakılması hususunda değerli desteklerinizi arz/rica eder, iyi çalışmalar dilerim.

**Müşterimiz Google'a yapılan reklam ödemeleri ve Google'dan gelen ihracat bedelleri için Ticaret Bakanlığı D.F.İ.F kapsamında ihracat teşviki almaktadır. Ödeme dekontlarına şube kaşe+imzası talep edilmektedir. Elektronik ortamdan başvuru yapılmasından dolayı mailden gönderim yapılmaktadır.","2","4",18271,"absaglam","2026-01-22 14:05:44.76","2026-01-22 14:06:03.757","2026-01-21 15:32:06.477","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305414,"14",NULL,5768,"Apaydın Grup FYY // FYY Sözleşmesi","Merhaba, 

İlgili başlıklı mail iş akışlarımız dahilide olup. Finansal Yeniden Yapılandırma süreçleri devam eden firmamımızın alacaklı kuruluşlar nezdinde bankaların mutabık kalmış olduğu sözleşme diğer alacaklık kuruşlara iletilmektedir. 

Teşekkürler.","2","4",18271,"absaglam","2026-01-21 10:10:18.88","2026-01-21 10:11:05.07","2026-01-20 14:00:01.657","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306015,"14",NULL,5768,"Sağlık sürücü rapor çıktısı","Kendime ait kişisel sağlık bilgi formu çıktısı almak istiyorum, gerekli tanımlamanın yapılmasını rica ederim.","2","4",18271,"absaglam","2026-01-22 13:56:47.977","2026-01-22 13:58:47.093","2026-01-21 15:17:59.253","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint
Talebiniz uygun görülmemiştir. İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir.","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint
Talebiniz uygun görülmemiştir. İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir.","absaglam",NULL,NULL
1305988,"14",NULL,5768,"mail karantinaya alınması","merhaba,

ekteki mail leasinge konu aracların satısı ile alakalı yetılendırılen avukatın bilgilerinin müşteri ile paylaşılmasıdır.  mail üzerindeki blokenin kaldırılması önem arz etmektedi.r ivedi destekleirniz irica ederi.z","2","4",18271,"absaglam","2026-01-22 13:54:24.137","2026-01-22 13:56:38.483","2026-01-21 14:33:05.72","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305953,"14",NULL,5768,"excel","şubemizdeki araç rehinlerinde arşiv çalışması yapacağım için ekte bilgisi bulunan excel formatına veri koruma istisnası tanımlanmasını rica ederim","2","4",18271,"absaglam","2026-01-22 13:50:22.8","2026-01-23 09:27:47.113","2026-01-21 13:37:36.577","Çıkartmak istediğiniz belgede fazlaca hassas veri bulunmaktadır. Bunları maskeleyerek veya kolondan çıkartarak devam edebilirsiniz. Veri Güvenliği Politikaları gereği buna izin verilmemektedir.","10","3","Çıkartmak istediğiniz belgede fazlaca hassas veri bulunmaktadır. Bunları maskeleyerek veya kolondan çıkartarak devam edebilirsiniz. Veri Güvenliği Politikaları gereği buna izin verilmemektedir.","absaglam",NULL,NULL
1305890,"14",NULL,5768,"veri koruma istisnası","91186322 müşterimizin ve firma ortağının kart hareketlerinin gönderimi sağlanacak ama veri korumaya takılıyoruz. müşteri numarasını sildik, bir çok şeyi sildik ama bir türlü gönderim sağlayamıyoruz. konu hakkında desteğinizi rica ederiz.","2","4",18271,"absaglam","2026-01-22 13:48:36.723","2026-01-22 13:50:14.45","2026-01-21 12:11:29.52","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305873,"14",NULL,5768,"Mail iletilmesi hk","Merhaba,

muhasebe@yurteks.com mailine gönderilen mutabakat formu müşteri tarafından talep edilmiştir. maile istisna tanımlanmasını mailin iletilmesini rica ederim","2","4",18271,"absaglam","2026-01-22 13:47:06.643","2026-01-22 13:48:29.237","2026-01-21 11:47:08.053","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305857,"14",NULL,5768,"personellere tarama sonuçlarını iletemiyorum","merhaba ben revir hemşiresi hayat işe yeni başlayan ekip arkadaşlarımıza sağlık evraklarını atma konusunda güvenlik engeli yiyorum bunu düzeltebilirmiyiz","2","4",18271,"absaglam","2026-01-22 13:28:48.777","2026-01-22 13:38:52.94","2026-01-21 11:15:23.98","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint
Talebiniz uygun görülmemiştir. İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir.","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint
Talebiniz uygun görülmemiştir. İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir.","absaglam",NULL,NULL
1305867,"14",NULL,5768,"KANUN DEĞİŞİKLİĞİ","Merhabalar,
CMK'nun 128/A maddesi uyarınca hesabın askıya alınması kapsamında bankamızdan farklı bankalara giden tutarları bildirmek zorundayız. Farklı bankalara mail atıldığında güvenliğe takılmaktadır. Bu duuröm mail ve iş yükümüzü atıkmaktadır. Fraun listesi ektedir.Hesap araştırma birimiimze toplu istisna tanımlanması için desteğinizi rica ederi.z","2","4",18271,"absaglam","2026-01-22 12:32:41.287","2026-01-22 13:45:08.353","2026-01-21 11:37:24.853","Takılan mailler serbest bırakılmıştır. Genel istisna tanımlaması için çalışma yapılmaktadır.","10","3","Takılan mailler serbest bırakılmıştır. Genel istisna tanımlaması için çalışma yapılmaktadır.","absaglam",NULL,NULL
1304900,"14",NULL,5768,"Kod Taraması","Aşağıda belirttiğimiz dosya yoluna attığımız kodları Halk Katılım ve SağlamPay taraflarına geçeceğiz. Tarama yapılması konusunda yardımcı olabilir misiniz ? 
\\splktfs\Architecht\BirimlerArasi\Architecht-Sigortacılık ve Fraud Çözümleri Kod Tarama\Kod Tarama-3","2","4",22808,"keremt","2026-01-22 12:29:35.163","2026-01-23 14:11:08.32","2026-01-19 15:47:32.063","Süreç tamamlanmıştır.","10","3","Süreç tamamlanmıştır.","keremt",NULL,NULL
1305853,"14",NULL,5768,"OEPSAS(8527734)EKSTRE SORUNU","Merhaba,
Firmanın tanımlı mail adreslerine ekstre gönderiyoruz.fakat ulaşmadığını belirtiyorlar.Bt birimleri kontrol sağlamış karantinadada göremiyorlar.Tek seferlik mail üzerinden excel olarak gönderim için ekteki maillere istisna tanımlayabilirmiyiz.
semih.dagli@oepsas.com.tr
oguz.ozden@oepsas.com.tr
finans@oepsas.com.tr 
asli.kanburlar@oepsas.com.tr","2","4",18271,"absaglam","2026-01-22 12:28:00.74","2026-01-23 11:54:17.497","2026-01-21 11:10:06.163","Teams üzerinden iletişime geçildi. Mercek talebine gerek kalmadığı kullanıcı tarafından iletildi","10","3","Teams üzerinden iletişime geçildi. Mercek talebine gerek kalmadığı kullanıcı tarafından iletildi","absaglam",NULL,NULL
1305851,"14",NULL,5768,"bordroyu kendime mail atma hak","merhabalar bordromu kendime mail atamıyorum yetki verebilir misiniz . 
mehmetguler2159@icloud.com","2","4",18271,"absaglam","2026-01-22 12:25:27.303","2026-01-23 10:58:10.12","2026-01-21 11:09:58.463","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1306360,"14",NULL,5768,"7057644 - İstanbul Ticaret Üniversitesi Ekstre Talebi Hk.","Merhaba
İstanbul ticaret üniversitesi müşterimiz vadelerinin dolduğu günde bankamızda ekstre ve fon görüntüleri talep etmektedir. Şubemiz adına ciddi bir mevduat hacmine sahip olmakla birlikte üniversite ödemesi anlaşmamız da bulunmaktadır. Mail istisna adına tanımlama yapılması noktasında yardımlarınızı talep ediyoruz.","2","4",18271,"keremt","2026-01-22 12:24:22.353","2026-01-22 12:29:20.753","2026-01-22 11:03:12.677","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","10","3","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","keremt",NULL,NULL
1306056,"14",NULL,5768,"RE: 2026/21 - 2026/22 - 2026/23  TEMİNAT MEKTUBU TALEBİMİZ HK.","RE: 2026/21 - 2026/22 - 2026/23  TEMİNAT MEKTUBU TALEBİMİZ HK. geçen gün de teminat mektubu mutabakatı gönderdim ancak oda gitmedi

Sayın Melike Münevver Özbek / Kuveyt Türk - Hukuk ve Takip İşleri Müdürlüğü,

Çok sayıda TCKN verisini maskeleme işlemi yapmadan 2026-01-21 15:54:19 tarihinde Neslihan.SOZUER@vakifbank.com.tr, Tulin.UNLU@vakifbank.com.tr, haticeburcu.kuru@vakifbank.com.tr, all@fatihrusen.av.tr adresine göndermek istediniz. Bilgi güvenliği politikaları gereğince bu işlem engellenmiştir. TCKN verisi akıştan çıkartılarak veya ilk ve son 2 rakamı hariç(11XXXXXXX11) diğer rakamlarda maskeleme yöntemi kullanılarak gönderim işlemini gerçekleştirebilirsiniz.

İş kapsamında maskeleme yöntemi kullanılmadan gönderim işleminin yapılması gerekliyse BT Mercek Talep – Çağrı Oluştur ekranından “Yetki ve Erişim Talepleri > Veri Koruma Sistemi İstisna Tanımlama” kategorisinden çağrı oluşturabilirsiniz.

Kuveyt Türk Veri Güvenliği Ekibi","2","4",18271,"absaglam","2026-01-22 11:46:06.857","2026-01-22 14:23:08.467","2026-01-21 15:54:45.33","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","10","3","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305881,"14",NULL,5768,"Filtre hk.","Merhabalar,

Starwood'a işlem raporunu gönderemedim filtreye takılmasından dolayı,serbest bırakılması hususunda yardımlarınızı rica ederiz.","3","4",18271,"keremt","2026-01-21 16:53:27.91","2026-01-22 12:34:12.313","2026-01-21 11:57:20.777","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","10","3","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","keremt",NULL,NULL
1305979,"14",NULL,5768,"veri koruma hk","Merhaba,
Müşterimizin finansmanı onaylandı iligli ALJ firmasında satın aldıgı araç ile ilgili mail atmak istiyoruz sube imza sirküsü ve onaylandıgına dair evrak var uygunluklarınızı arz/rica ederiz.
mailler ektedir.
iyi çalışmalar","2","4",18271,"keremt","2026-01-21 16:25:43.163","2026-01-21 16:34:04.8","2026-01-21 14:17:03.223","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","10","3","Merhaba, karantinaya takılan mailiniz serbest bırakılmıştır. 10 dk içerisinde mail karşı tarafa ulaşacaktır. Maili tekrar göndermenize gerek yoktur.","keremt",NULL,NULL
1304481,"14","3",5768,"[Aciklama kismindaki sunuculariniz restart beklemektedir. En kısa zamanda planlı bir şekilde sunucuyu restart ediniz.]","[SRVSECGFTP

SRVSECGFTP
]","2","3",5170,"keremt","2026-01-21 13:32:51.89","2026-01-22 09:07:41.36",NULL,"Sunucu restartı yapılmıştır.","3","5","Sunucu restartı yapılmıştır.","keremt",NULL,NULL
1305848,"14",NULL,5768,"Veri İstisna Talebi","Merhabalar,

2025 yılı sera gazı emisyonları hesaplama sürecimiz gereği aşağıda yer alan mail adreslerine gönderilecek mail adresi için veri istisna talebimiz bulunmaktadır. Desteklerinizi rica ederiz.

samet@carbongate.io","2","4",18271,"absaglam","2026-01-21 11:24:33.64","2026-01-21 14:27:58.173","2026-01-21 11:05:42.477","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305832,"14",NULL,5768,"hasas veriden dolayı gitmeyen mail","10.41 saatinde finans@semersahturizm.com attığım mail hassa veriye takılmıştır. Firma sanal pos bilgilerini talep etmiş olup,mail bu sebeple gönderilmiştir. Serbest bırakılmasını talep ederim.","2","4",18271,"absaglam","2026-01-21 11:20:23.263","2026-01-21 11:26:08.43","2026-01-21 10:50:15.807","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305792,"14",NULL,5768,"engellenen mail hk.","merhabalar, vekalet teyidi için KT  personeli Ramis Çiçekçayır 'a vekalet örneğini mail olarak iletmek istiyoruz. Ramis Beyin personel mail adresi(tpramis@kuveytturk.com.tr) çalışmadığı için  ramis.cicekcayir@istanbulhukuk.tc mail adresine maili talep etmekte. fakat veri güvenliği açısından mail engelleniyor. işlemin incelenmesini gerekli düzeltmelerin yapılmasını rica ederim.","2","4",18271,"absaglam","2026-01-21 11:12:55.677","2026-01-21 11:14:11.47","2026-01-21 10:07:47.833","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305470,"14",NULL,5768,"yurtdışı müşterisi hakk.","Müşterimiz konsolosluğa ibraz edip pasaport süresi uzatmak için ekli hesap bilgi evrakını talep etmektedir. hasancruz@gmail.com adrese gönderilmesini talep etmiştir.","2","4",18271,"absaglam","2026-01-21 10:52:43.14","2026-01-21 10:54:22.337","2026-01-20 15:02:45.877","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1305469,"14",NULL,5768,"YPT istisna","Hayriye.Acar@ypt.com.tr ilgili adres veri koruma ile mail gönderilememktedir, müşteriye iletmemiz gerekn evrak nedeni ile istisna tanımlanması rica olunur","2","4",18271,"absaglam","2026-01-21 10:21:47.22","2026-01-21 14:43:04.923","2026-01-20 15:00:36.14","İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir. Kullanıcıya bilgi verildi.","10","3","İstisna durumları hariç hesap ektreleri bilgi güvenliği politikaları gereği sadece BOA üzerinden gönderilmesi gerekmektedir. Kullanıcıya bilgi verildi.","absaglam",NULL,NULL
