"timestamp","user_email","risk_level","risk_score","anomaly_detected","explanation","recommended_action","incident_id","id"
"{""2026-01-29 10:42:52+03""}","aabus","orta",60,"true","Olayda `blocked` aksiyonu olması, verinin paylaşımının engellendiğini gösteriyor, bu durum riskli kabul edilir. `HTTPS` kanalı üzerinden `architecht365-my.sharepoint.com` adresine veri gönderimi yapıldığı için, kurumsal bir ortamda paylaşım yapılmış olması riski azaltmış fakat tamamen ortadan kaldırmamıştır. `max_matches` değeri 4 olarak, düşük bir veri hacmini temsil ediyor. Riski artıran faktörler arasında yer almasa da, genel değerlendirme bağlamında dikkate alınmalıdır.","Kullanıcının bu veri paylaşımı bloklandığı için, olayın kurumsal veri politikalarına uygunluğunun kontrol edilmesi ve kullanıcıya veri paylaşımı kuralları hakkında bilgilendirme yapılması önerilir.",338421229,"88"
"{""2026-01-29 10:42:22+03""}","aabus","orta",65,"true","DLP olayı kanal olarak HTTPS üzerinden gerçekleştirilmiştir. Destination, kurumsal bir SharePoint adresidir ancak action 'blocked' olması nedeniyle olay yüksek riskli kabul edilmiştir. Veri sızıntısı veya yetkisiz veri erişimi teşebbüsü olabilir.","Kullanıcının ve olayın detaylı incelenerek veri sızıntısı olup olmadığı tespit edilmelidir. Kullanıcı hesap aktiviteleri ve erişim yetkileri gözden geçirilmelidir.",338421038,"89"
"{""2026-01-29 10:42:22+03""}","semerci","orta",45,"false","Olay EMAIL kanalında gerçekleşmiş ve sadece kurumsal adreslere gönderim yapılmıştır. 'max_matches' değeri düşük ve 'action' olarak 'AUTHORIZED' seçilmiş, bu nedenle olay kurum tarafından izin verilmiş olarak değerlendirilmiştir. Her ne kadar kurumsal adreslere gönderim yapılmış olsa da izlenmesi gereken bir olaydır.","Bu olayın izlenmesi ve benzer bir durum tekrar ettiğinde detaylı inceleme yapılması önerilir.",338421041,"90"
"{""2026-01-29 10:42:08+03""}","dsalih","orta",60,"false","Olay, kurum içi bir yazıcının kullanımı için engellenmiş bir eylem içermektedir. Bu kanal kurum kontrolünde olduğundan risk düşük kabul edilse de, engellenmiş bir olay olduğu için dikkat edilmelidir.","Engellenmiş olayın nedenini araştır ve gerekli olduğu takdirde ilgili izinleri kontrol et. Kullanıcıya güvenlik politikalarını hatırlat.",338421143,"91"
"{""2026-01-29 10:42:07+03""}","aabus","yüksek",80,"true","Olay HTTPS kanalı üzerinden gerçekleşmiştir ve action 'blocked' olduğu için riskli kabul edilmektedir. Destination 'my.sharepoint.com' kurumsal bir alan adını işaret etse de, potansiyel bir veri sızıntısı riskine işaret eden bir bloklama olayı vardır.","Bu olay detaylı bir şekilde incelenmelidir. Kullanıcının bu tür eylemleri tekrarlayıp tekrarlamadığına bakılmalı ve gerekirse hesabı izlemeye alınmalıdır.",338421064,"92"
"{""2026-01-29 10:41:47+03""}","aabus","yüksek",75,"true","Olay, bir dış paylaşım platformuna (architecht365-my.sharepoint.com) veri gönderim girişimi içeriyor ve `blocked` olarak işaretlenmiş. HTTPS kanalı kullanılmış olup, bunun kurum içi kontrolü sınırlıdır. Veri hacmi düşük (4 matches) olsa da, bloklanmış olması ve dış bir platforma yönelmeye çalışılması riski artırıyor.","Kullanıcıya bu tür eylemler hakkında eğitim verilmeli ve bloklama nedenleri açıklanmalı. Bu eylemin arka planı araştırılmalı ve gerekirse izinler veya politikalar güncellenmelidir.",338420286,"93"
"{""2026-01-29 10:41:45+03""}","mehmetta","düşük",20,"false","Olay, tek bir alıcıya kurumsal bir alan adına gönderilen bir e-posta içermektedir. Gönderilen verinin hacmi düşük olduğu için risk seviyesi düşük olarak değerlendirilmiştir. Eylem 'AUTHORIZED', yani izin verilmiş olduğundan anomali saptanmamıştır.","İlgili e-posta ve içerik için düzenli izleme sağlanabilir, ancak mevcut durumda ek bir aksiyon alınması gerekmemektedir.",338420281,"94"
"{""2026-01-29 10:41:21+03""}","tugbasen","yüksek",80,"true","E-posta kanalı üzerinden kurumsal adreslere gönderim yapılmış ancak 'quarantined' olarak işaretlendiği için veri sızıntısı potansiyeli taşıyor. Yüksek riskli bir durum, çünkü bu işlem engellenmiş ve hedef destinasyonlar birden fazla kurumsal adres içeriyor.","Kullanıcının e-posta gönderimleri üzerinde inceleme yapılması ve gerekirse kullanıcı ile iletişim kurularak veri güvenliği politikaları hakkında bilgilendirme yapılması önerilir.",338419771,"95"
"{""2026-01-29 10:41:14+03""}","mehmetta","orta",40,"false","Olay, kurumsal bir e-posta adresine (birlikmakina.eu) gönderilmiş ve action 'AUTHORIZED' olarak belirtilmiş olduğundan, risk seviyesi orta olarak değerlendirilmektedir. Email kanalında tek bir eşleşme olduğu için veri hacmi düşük, ancak izlemeye devam edilmelidir.","Gönderim kurumsal bir e-posta adresine olduğu için risk düşüktür, ancak benzer gönderimler izlenmeli ve kullanıcı eğitimi yapılmalıdır.",338421023,"96"
"{""2026-01-29 10:41:03+03""}","aktase","düşük",25,"false","Olay, kurumsal bir yazıcıya yapılan gönderimi içeriyor ve 'authorized' olarak işaretlenmiştir. Bu nedenle anormal bir davranış ya da yüksek riskli bir durum tespit edilmedi.","Olayın izlenmesi gerekmez, çünkü tepki verilmesi gereken bir anomali ya da yüksek risk yaratan bir durum mevcut değil.",338420137,"97"
"{""2026-01-29 10:40:44+03""}","uyaniky","düşük",30,"false","Olay bir e-posta kanalı üzerinden kurumsal bir adres olan sompet.com.tr'ye gönderilmiş ve 'authorized' olarak işaretlenmiştir, bu durumda veri sızıntısı riski düşüktür. Ayrıca 'max_matches' değeri 1 olduğundan veri hacmi de sınırlıdır.","Bu olay izin verilen kategoride olduğundan izleme altında tutulmalı, ancak anormal bir durum gözlemlenmediğinde ekstra bir aksiyon gerektirmez.",338420335,"98"
"{""2026-01-29 10:40:42+03""}","sbeldek","orta",50,"false","Email kanalı üzerinden kurumsal bir alan adına (mutlu.av.tr) gönderim yapılmıştır. Olay 'authorized' olarak belirtildiği için yönetim tarafından izin verilmiş bir işlemdir. Veri hacmi düşük (max_matches: 4) iletilmiştir. Anormal bir durum tespit edilmemiştir.","Her ne kadar işlem izinli olsa da, izlenmeye devam edilmesi ve kullanıcı aktivitelerinin düzenli olarak gözden geçirilmesi önerilir.",338420328,"99"
"{""2026-01-29 10:40:31+03""}","mehmgord","düşük",20,"false","Olay, kurum içi bir yazıcıya yapılan bir baskı işlemiyle ilgili olduğu için risk düşük kabul edilmektedir. Veri hacmi de sınırlı olduğu için, herhangi bir anomali gözlenmemiştir.","Bu olayda güvenlik riski düşük olduğu için özel bir aksiyon önerilmiyor. Ancak, olaylar rutin olarak izlenmelidir.",338420250,"100"
"{""2026-01-29 10:40:25+03""}","saruhand","düşük",25,"false","Olay, email kanalıyla kurumsal adreslere veri gönderimini içermekte ve action değeri 'AUTHORIZED' olduğundan dolayı düşük risklilik taşımaktadır. Veri hacmi tek bir eşleşme içeriyor ve kurumsal adresler kullanıldığı için risk seviyesi düşüktür.","Bu olay düşük riskli kabul edilse de, kullanıcı davranışları düzenli olarak gözlemlenmelidir. İzinsiz veya anormal veri gönderimlerini önlemek için DLP politikaları güncel tutulmalıdır.",338419740,"101"
"{""2026-01-29 10:40:05+03""}","hesaparastirmaservisi@kuveytturk.com.tr","yüksek",80,"true","Olay bloklanmış ve 'quarantined' statüsünde olup, e-posta kanalı üzerinden birçok kurumsal e-posta adresine gönderim içeriyor. Bu durum potansiyel bir veri sızıntısı göstergesi olabilir. Maksimum eşleşme değeri orta seviyede, fakat kanalın niteliği ve gönderim yapılan adreslerin çeşitliliği riski artırmakta.","DLP politikaları ve kullanıcı erişim hakları gözden geçirilmelidir. Olayın detayları incelenerek gerekiyorsa kullanıcının e-posta erişim yetkileri geçici olarak sınırlandırılmalıdır.",338420193,"102"
"{""2026-01-29 10:39:58+03""}","dsalih","orta",65,"true","Veri kaynağı olarak ENDPOINT_PRINTING kanalı kullanılmış ve hedef destinasyon kurumsal bir yazıcı. Ancak, işlem BLOCKED olarak sınıflandırılmış ve yüksek bir veri hacmi söz konusu. Bu durum, gizli veya hassas bilgilerin kurum içi yazıcı aracılığıyla yetkisiz bir şekilde erişime açılması girişimi olabilir.","Bu olayı daha detaylı incelemek ve belki de ilgili yazıcıya veya kullanıcıya ilişkin erişim kısıtlamalarını gözden geçirmek gerekebilir.",338420190,"103"
"{""2026-01-29 10:39:40+03""}","skagan","orta",30,"false","Olay email kanalı üzerinden gerçekleşmiştir. Destination alanı kurumsal bir alan adı içerdiği için ve 'authorized' olarak işaretlendiği için ciddi bir risk barındırmamaktadır. Ancak veri hacmi göz önünde bulundurularak izlenmesi önerilir.","Bu kullanıcıya ait aktiviteleri, gelecekteki benzer olaylarla karşılaştırarak izleyin ve düzenli aralıklarla analiz edin.",338420091,"104"
"{""2026-01-29 10:38:41+03""}","egulcan","yüksek",85,"true","E-posta kanalı üzerinden gönderilen veriler 'quarantined' grubuna alınmış ve kişisel adreslere gönderilmediği halde riskli bir durum söz konusu olabilir. Ancak dış alana gönderim yapılmış olması riski artırmaktadır.","Kullanıcının bu e-posta gönderimini ve içeriğini denetleyerek, niyetinin ve verilerin gizliliğinin uygunluğunu anlayın. Gerekirse kullanıcı ile görüşerek bilgilendirme yapın.",338419613,"105"
"{""2026-01-29 10:38:24+03""}","hesaparastirmaservisi@kuveytturk.com.tr","yüksek",75,"true","Olayda email kanalı kullanılarak kurumsal bir hesaptan başka bir kuruma veri gönderimi yapılmak istenmiş ve bu gönderim karantinaya alınmıştır. Email kanalının kullanılması ve karşı alıcının başka bir kurumsal alan adı olması durumu kurumsal arayışlar açısından risklidir. 'Quarantined' aksiyonu olayın risk taşıdığını gösterir.","Karantinaya alınan içeriğin incelemesi yapılmalı ve gerekli ise kullanıcı bilgilendirilmelidir. Mevcut DLP politikasının etkinliği gözden geçirilmeli ve kurum içi eğitimlerle kullanıcı farkındalığı artırılmalıdır.",338419549,"106"
"{""2026-01-29 10:37:55+03""}","hturk","yüksek",75,"true","Olayda 'blocked' aksiyonu olduğu için riskli olarak değerlendirilmektedir. Kanal HTTPS olarak belirtilmiştir ve api.business.githubcopilot.com hedefi, kurumsal içeriğe gönderim yapmaktadır, ancak kurumsal bir hizmete yönelik veri sızıntısı ihtimali değerlendirilmelidir. Veri hacmi nispeten düşüktür ve tek bir hedef adresi bulunmasına rağmen, olayın engellenmiş olması ve bireysel bir alan değil kurumsal bir API olması yüksek risk taşımaktadır.","Bu olayda veri sızıntısı olasılığını minimize etmek adına, kullanıcı ile iletişime geçilerek gönderimin sebebi anlaşılmalıdır. Kullanıcıya ilgili veri politikaları hatırlatılabilir ve olayın detaylı log analizi ile incelenmesi sağlanabilir. Gerekirse sistem erişim yetkileri gözden geçirilmelidir.",338419713,"107"
"{""2026-01-29 10:37:04+03""}","egulcan","yüksek",80,"true","Olay 'quarantined' olarak işaretlenmiş ve hedef adresler kurumsal alan adı ile ilişkilidir. Email kanalında veri gönderimi gerçekleşmiş, bu durumda içerik karantinaya alındığı için yüksektir. İki adres hedeflenmiştir, bu da riski artırmaktadır.","İçerik detayı incelenerek risk değerlendirmesi yapılmalıdır. Kullanıcı ile görüşülerek bu tür davranışlardan kaçınılması gerektiği konusunda uyarılmalıdır. Bu tür olayların tekrarını önlemek amacıyla kullanıcı eğitimi verilmesi önerilir.",338419473,"108"
"{""2026-01-29 10:36:28+03""}","muyavuz","orta",30,"false","Olay, kurumsal e-posta adreslerine gönderildiği için daha düşük risk seviyesinde değerlendirilmektedir. E-posta kanalı üzerinden gönderilmiş ve veri hacmi yüksektir ancak action 'authorized' olduğu için bu olayda kurum tarafından izin verilmiş bir durum söz konusudur.","Bu tür gönderimlerin düzenli olarak izlenmesi önerilir ancak şu an için acil bir müdahale gerekmemektedir.",338419654,"109"
"{""2026-01-29 10:36:20+03""}","eyupcan","düşük",20,"false","Olay, kurum kontrolündeki bir yazıcıya 'ENDPOINT_PRINTING' kanalı üzerinden veri gönderimi içermekte, 'AUTHORIZED' olarak işaretlenmiş. Destination, kurum içi bir sunucu adresi olduğundan ve 'max_matches' değeri düşük olduğundan düşük risk taşıdığı değerlendirilmiştir.","Olay, düşük risk taşıdığı için kurum prosedürlerine uygunluğu kontrol edilerek izlenebilir fakat şu anda ek bir müdahale gerektirmemektedir.",338419586,"110"
"{""2026-01-29 10:36:05+03""}","eyupcan","düşük",20,"false","Olay endpoint printing kanalında meydana gelmiş olup, hedef bir kurum sunucusudur. Action 'authorized' yani izin verilmiş bir işlemdir. Max matches değeri düşük düzeydedir ve doğrudan veri sızıntısı riski taşımamaktadır.","Bu olay düşük risk seviyesinde olup, rutin izleme kapsamında değerlendirilmelidir.",338419522,"111"
"{""2026-01-29 10:35:29+03""}","eyupcan","düşük",15,"false","Olay, kurum içi bir yazıcıya gönderilen belge ile ilgilidir ve 'authorized' olarak işaretlenmiştir, dolayısıyla veri sızıntısı riski düşüktür. Veri hacmi de bu değerlendirmeyi destekliyor.","Olayın izlenmesi gerekir ancak şu anda acil bir aksiyon alınması gerekli değildir. Kullanıcının bu tür aktiviteleri devam ederse daha fazla analiz yapılabilir.",338419233,"112"
"{""2026-01-29 10:35:06+03""}","idepe","orta",40,"false","E-posta kanalı kullanılmış ve izin verilen bir eylem gerçekleştirilmiş. Gönderimler, kurumsal alan adlarına yapılmıştır. Veri hacmi düşük olduğu için risk orta seviyededir. Kanal ve eylem türü birlikte değerlendirildiğinde ciddi bir anomali tespit edilmemiştir.","Kullanıcı aktivitelerinin izlenmesine devam edilmeli ve herhangi bir değişiklik veya ani yükselişlerde alarm sistemleri kontrol edilmelidir.",338419427,"113"
"{""2026-01-29 10:34:43+03""}","karkaurt","düşük",25,"false","Olay, ENDPOINT_PRINTING kanalı üzerinden meydana geldiği için düşük riskli olarak kabul edilmiştir. Yazıcı kullanımı kurum içinde olduğundan risk düşüktür ve 'AUTHORIZED' olarak işaretlenmiştir. Maksimum eşleşme sayısı olan 9, bu kanal için düşük etkili olduğundan risk seviyesini artırmamaktadır.","Olayın izlenmesi önerilir ancak şu anda acil bir aksiyon gerektirmemektedir. Gelecekte benzer işlemler için rutin inceleme yapılmalıdır.",338419023,"114"
"{""2026-01-29 10:34:33+03""}","iuslu","orta",45,"false","Olay email kanalı üzerinden gerçekleşmiş ancak gönderilen adres kurumsal bir alan adına ait olduğu için risk daha düşüktür. Action alanı 'AUTHORIZED' olarak belirtilmiş, bu da olayın kurum tarafından izin verildiğini gösterir. Veri hacmi düşük olduğu için bu olayda büyük bir anomali veya sızıntı riski saptanmamıştır.","Olayın kayıt altında tutulması ve kullanıcının gelecekteki hareketlerinin izlenmesi önerilir. Dış adreslere gönderimlerde dikkatli olunmalıdır.",338418732,"115"
"{""2026-01-29 10:34:27+03""}","guclucan","düşük",25,"false","Olay, kurumsal bir e-posta adresine gönderilmiş ve action alanında 'AUTHORIZED' olarak izlenmiş. Email kanalı kullanıldığında diğer kanallara göre daha dikkatli olunması gerekse de hedef adres kurumsal bir alan adı içeriyor ve max_matches değeri düşük. Bu nedenle genel risk düşük seviyede.","Olayın izlenmesi devam etmeli fakat şu an için acil bir müdahale gerekmemektedir.",338419341,"116"
"{""2026-01-29 10:34:18+03""}","uozdemir","orta",45,"false","Olayda 'email' kanalı üzerinden kurum kimliği olan bir adrese yetkilendirilmiş veri gönderimi yapılmıştır. 'max_matches' değeri orta seviyede bir risk oluşturabilir ancak destination kurumsaldır ve action 'AUTHORIZED' olduğu için kritik bir risk gözlemlenmemiştir.","Bu olayın gelecekteki benzer olaylarla birlikte izlenmesi önerilir. Özellikle 'max_matches' değerinin artış gösterip göstermediği kontrol edilmeli, bunun yanında kullanıcı davranışları açısından bir anomali oluşup oluşmadığı periyodik olarak incelenmelidir.",338419336,"117"
"{""2026-01-29 10:33:07+03""}","ssamsa","orta",40,"false","Veri transferi email kanalı üzerinden gerçekleşmiş ve kurumsal bir alan adına gönderilmiştir. Olayın 'AUTHORIZED' olması, kurum tarafından izin verildiğini gösteriyor. Max_matches değeri 1 olduğundan veri hacmi düşüktür ve bu, risk skorunu azaltır.","Bu olay için rutin izlemeye devam edin ve benzer olayların tekrarlanıp tekrarlanmadığını kontrol edin. Herhangi bir anormallik veya sıra dışı aktivite tespit edildiğinde daha detaylı bir değerlendirme yapılmalıdır.",338419191,"118"
"{""2026-01-29 10:32:44+03""}","uyaniky","orta",35,"false","Email kanalı üzerinden kurumsal bir alana gönderim yapılmıştır ve olay 'authorized' olarak işaretlenmiştir. Veri hacmi düşük olduğu için risk seviyesi düşürücü bir etkisi vardır. Genel olarak orta risk seviyesinde bir olay kabul edilir.","Olayın detayları ve içerdiği verinin türü incelenmeli, gerekli ise izleme devam ettirilmelidir.",338418640,"119"
"{""2026-01-29 10:32:42+03""}","parlakn","düşük",20,"false","Bu olayda, yazdırma kanalı kullanılmış ve hedef bir kurumsal yazıcıdır. Yazıcıya iletilen veri hacmi düşük (max_matches: 9) ve olay yetkilendirilmiş bir işlem olarak görünmektedir (action: AUTHORIZED). Bu sebeplerle risk seviyesi düşük olarak değerlendirilmiştir.","Bu tür yetkilendirilmiş olaylar için, yalnızca rutin izleme yapılmalıdır. Ancak, alışılmadık veya anormal aktiviteler gözlemlenir ise daha fazla inceleme yapılması gerekebilir.",338418635,"120"
"{""2026-01-29 10:32:32+03""}","parlakn","düşük",20,"false","Olay 'endpoint' kanalı üzerinden gerçekleşmiştir ve kurum içi bir yazıcıya yönlendirilmiştir. Bu kanal ve hedef kontrol altında olduğundan risk düşüktür. Veri hacmi de sınırlı olduğu için olayda anomali tespit edilmemiştir.","Bu tip olaylar düşük riskli kabul edilmekle birlikte, düzenli olarak gözden geçirilmelidir. Anormal durumların erken tespiti için izleme yapılabilir.",338418992,"121"
"{""2026-01-29 10:32:12+03""}","sbabat","orta",50,"true","Olay email kanalı üzerinden gerçekleşmiş ve kişisel bir e-posta servisine gönderim yapılmıştır. Gönderim izni verilmiş olsa da, kişisel e-posta adresine tek bir eşleşme ile veri gönderimi olduğu için bu durum anormal olarak kabul edilebilir.","Kullanıcının bu tür kişisel e-posta adreslerine veri göndermeye devam edip etmediği izlenmeli ve kullanıcıya veri güvenliği konularında ek eğitim verilmelidir.",338418717,"122"
"{""2026-01-29 10:32:02+03""}","csinan","orta",40,"false","Email kanalından iki kurumsal adrese veri gönderimi yapılmış ve action 'authorized' olarak işaretlenmiştir. Bu durum kurumsal izinle gerçekleştirildiği için düşük risk taşır, ancak veri hacmi nedeniyle izlenmesi tavsiye edilir.","Gönderilen veri içeriği kontrol edilmeli ve ilgili kullanıcıyla iletişime geçilerek izin gereklilikleri yeniden değerlendirilmelidir.",338418822,"123"
"{""2026-01-29 10:31:49+03""}","ebrary","orta",45,"false","Email kanalıyla gönderilen veri, kurumsal bir alana (mutlu.av.tr) olduğundan dolayı düşük risk seviyesinde. Ancak `max_matches` değeri 26 gibi orta seviyede bir veri hacmi olduğu için dikkat edilmelidir. `action` alanında olay `AUTHORIZED` olarak işaretlenmiştir, bu kurum tarafından izin verilen bir gönderim olup hala izlenmesi gereken bir duruma işaret eder.","Olayın izlenmesi ve `max_matches` değerini oluşturan datanın hassasiyetinin gözden geçirilmesi önerilir.",338418432,"124"
"{""2026-01-29 10:31:46+03""}","aslanel","düşük",20,"false","Olay, kurum içi bir yazıcıya belge gönderimiyle ilgilidir. Endpoint ve yazıcı kanalları kurum kontrolünde olduğundan dolayı risk düşük kabul edilmiştir. Yetkilendirilmiş bir aksiyon olması ve iç adresin hedeflenmesi anomali tespitini zorlaştırmaktadır.","Olayın rutin bir işlem olduğundan emin olmak için belirli aralıklarla izlenmesi önerilir. Düzenli veri sızıntısı taramaları yapılmalıdır.",338418598,"125"
"{""2026-01-29 10:31:39+03""}","azatf","düşük",30,"false","Olayda sadece bir eşleşme mevcuttur ve bu e-posta kurumsal bir alan adına gönderilmiştir. Ayrıca, 'AUTHORIZED' aksiyonu alınmıştır, bu da kurum tarafından izin verildiği anlamına gelir. Dolayısıyla olayda düşük risk vardır.","E-posta kanalı üzerinden gönderim izinli olduğu için, belirli bir ek aksiyon önerilmemektedir ancak kullanıcı davranışı izlenmelidir.",338418593,"126"
"{""2026-01-29 10:31:37+03""}","bkaraca","orta",40,"false","Email kanalı üzerinden kurumsal bir adrese veri gönderimi yapılmış ve action 'authorized' olarak belirtilmiştir, bu nedenle olay izlenmeli ancak yüksek risk taşımaktadır. 'max_matches' 9 olduğu için veri hacmi nispeten düşüktür.","Bu gönderimin içeriği gözden geçirilmeli ve rutin bir işlem olup olmadığı kontrol edilmelidir. Eğer benzer işlemler tekrarlanıyorsa kullanıcı davranışları daha detaylı izlenmelidir.",338418776,"127"
"{""2026-01-29 10:31:28+03""}","aslanel","düşük",30,"false","Olay, kurumsal bir printera veri gönderimini içeriyor. Kanal 'endpoint', bu yüzden risk görece düşük. 'action' yetkilendirilmiş ve kurumsal bir ağ kaynağına veri gönderimi var.","Veri gönderimi kurumsal bir printera yapıldığı için özel bir önlem gerektirmiyor, ancak olayların düzenli gözden geçirilmesi faydalı olabilir.",338418771,"128"
"{""2026-01-29 10:31:11+03""}","hturk","yüksek",75,"true","Olay, BLOCKED olarak işaretlenmiş olup, API üzerinden GitHub Copilot'a yapılan bir erişim girişimi sırasında engellenmiştir. Bu kanalın HTTPS olması ve kurumsal olmayan bir dış kaynağa erişim sağlanmaya çalışılması nedeniyle yüksek riskli kabul edilmiştir. Veri hacmi nispeten düşük olsa da, destination alanındaki adresin kurumsal kontrol dışında kalması riski artırmaktadır.","Kullanıcı davranışları ve diğer benzer olayları izlemeye devam edin. Kullanıcının çalışma rutini hakkında daha fazla bilgi toplanarak bu erişim olayının gerekçesi anlaşılmaya çalışılmalı ve gerektiğinde ek güvenlik önlemleri uygulanmalıdır.",338418689,"129"
"{""2026-01-29 10:30:28+03""}","taylanu","yüksek",75,"true","Olay, e-posta kanalında ve 'QUARANTINED' aksiyonu ile tespit edilmiştir; bu da potansiyel riskin yüksek olduğunu gösterir. Hedef adres, kurumsal bir alan adına ait olduğu için biraz daha az risklidir, ancak 'max_matches' değeri düşük olsa da izleme gerektirir.","Olayı daha detaylı inceleyin ve gerekirse kullanıcı ile iletişime geçerek onay alın ya da daha fazla izleme yapın.",338418195,"130"
"{""2026-01-29 10:30:15+03""}","keremt","yüksek",80,"true","Email kanalı üzerinden kişisel adreslere veri gönderimi gerçekleştirilmiş ve birden fazla dış adres bulunmakta. Aksiyonun 'AUTHORIZED' olması verinin izinli olduğunu gösterebilir ancak risk seviyesi yüksektir ve izleme gereklidir.","Kullanıcının verileri kişisel adreslere neden gönderdiği araştırılmalıdır. Mümkünse bu tür veri transferleri için ek onay mekanizmaları uygulanmalıdır.",338418407,"131"
"{""2026-01-29 10:29:47+03""}","toprak","yüksek",85,"true","Email kanalında, kurumsal bir adrese gönderim yapılmış olsa da eylemin 'quarantined' olması ve veri hacminin nispeten yüksek olması nedeniyle olay yüksek riskli kabul edilmiştir.","Kullanıcının bu eylemi ile ilgili daha fazla bilgi toplanmalı ve gerekiyorsa olayın tekrarına karşı önleyici tedbirler alınmalıdır.",338418457,"132"
"{""2026-01-29 10:29:41+03""}","yilmazyu","düşük",30,"false","Olay ENDPOINT_PRINTING kanalında gerçekleşmiş ve işlem AUTHORIZED olarak belirtilmiştir. Destination kurumsal bir cihazı gösteriyor ve kişisel e-posta servisleri veya dış adresler içermiyor. Veri hacmi (max_matches) düşük bir değerle sınırlı, bu kanalda risk seviyesine önemli bir etki yapmıyor.","Bu olayın takibi yapılmalı ancak şu an için düşük risk taşıdığı göz önünde bulundurularak sadece izlenmesi yeterlidir.",338418452,"133"
"{""2026-01-29 10:29:26+03""}","yilmazyu","düşük",15,"false","Olay ENDPOINT_PRINTING kanalında gerçekleştiği ve kurumsal bir yazıcıya gönderim yapıldığı için risk seviyesi düşüktür. Max_matches değeri yüksek olmasa da, kurumsal kontrol altındaki bir kanal olduğundan dolayı veri hacmi riski artırmıyor.","Olayın takibi gerekmez ancak periyodik izleme ile benzer olaylar kontrol altında tutulmalıdır.",338418261,"134"
"{""2026-01-30 06:23:21+03""}","suntexagrid","yüksek",80,"true","Olayın 'quarantined' olması, verinin gönderiminin engellendiğini gösteriyor, bu riskli bir durumdur. Email kanalı kullanılarak gönderilen veri, yüksek hacimde olduğu için risk skorunu artırmıştır. Hedef adresin kurumsal bir alan adı olmaması da riski artırmaktadır.","İlgili kullanıcının bu tür davranışları devam ettirip ettirmediği izlenmelidir. Kullanıcıyla iletişime geçilerek, olayın sebebi anlaşılmalı ve gerekli eğitim verilmeli.",338498044,"135"
"{""2026-01-30 05:53:59+03""}","ksel","orta",50,"true","Olay, HTTPS kanalı üzerinden 'nav-edge.smartscreen.microsoft.com' adresine yapılan ve 'blocked' olarak işaretlenen bir aktarımı içermektedir. Bu durum, kurum içi politikalar doğrultusunda riskli kabul edilmekte olup, veri sızıntısı potansiyeline işaret edebilir.","Olayın ve kullanıcının davranışlarının detaylı bir şekilde incelenmesi, kullanıcı uyarılarının yapılması ve gerekiyorsa erişim kısıtlamalarının uygulanması önerilir.",338497495,"136"
"{""2026-01-30 01:57:45+03""}","yifurkan","yüksek",75,"true","Bu olayda emailler kurumsal alanlara gönderilmiş olmasına rağmen; çok sayıda adrese aynı anda gönderim yapılması ve ilişkili 'max_matches' değeri nedeniyle yüksek risk taşımaktadır. Ayrıca, 'released' olmasına rağmen izleme gerektiren bir davranış sergilemiştir.","Olayı daha detaylı inceleme ve kullanıcıyı izleme altında tutma. Benzer olayların tekrar etmesi halinde kullanıcıyla iletişime geçilmesi ve eğitim verilmesi. Gerekirse erişim izinlerinin gözden geçirilmesi.",338497725,"137"
"{""2026-01-30 01:51:52+03""}","yifurkan","düşük",25,"false","Olay, kurum içi bir email göndermesi olarak görülüyor. Destination alanındaki adresler kurumsal alan adlarına ait, bu yüzden risk düşüktür. Action 'AUTHORIZED' olarak işaretlendiği için bu gönderime izin verilmiştir.","Olayın izlenmesine devam edilmelidir. Herhangi bir anomali veya olası bir veri sızıntısı tespit edilmemiştir. Risk düşük olduğu için ek bir aksiyon gerekmemektedir.",338497830,"138"
"{""2026-01-30 01:47:27+03""}","yifurkan","orta",40,"false","Email kanalı üzerinden kurumsal bir varış noktasına (ziraatbank.com.tr) veri gönderildiği için risk seviyesi orta olarak değerlendirildi. Veri hacmi (max_matches: 2) düşük. `AUTHORIZED` aksi olduğu için olay izin verilmiş durumda; bu nedenle, sistemde anomali tespit edilmedi.","Olayların izlenmesine devam edin ve uyumsuzluk belirtileri varsa daha derin analiz yapın.",338496682,"139"
"{""2026-01-30 01:41:32+03""}","yifurkan","düşük",35,"false","Bu olayda gönderim için kullanılan email kanalı ve alıcılar kurumsal alan adı taşıdığından düşük risk taşımaktadır. 'AUTHORIZED' action tipi olayın yetkilendirilmiş olduğunu göstermekte olup, risk seviyesini azaltmaktadır. Gönderilen veri hacmi de oldukça düşük seviyededir.","Olayın doğru yetkilendirme ile gerçekleştirildiği ve düşük risk taşıdığı belirlenmiştir. Ancak izleme ve kayıt altında tutulmaya devam edilmelidir.",338497166,"140"
"{""2026-01-30 01:29:11+03""}","yifurkan","orta",60,"true","Gönderim e-posta kanalı üzerinden yapılmıştır ve birçok kurumsal alıcıya yönlendirilmiştir. Gönderim yetkili olarak işaretlenmiş olsa da, birden fazla alıcıya yönlendirilmesi ve özellikle bankacılık kurumlarına yapılması nedeniyle dikkat edilmesi gereken bir durumdur. Ayrıca, 'max_matches' değeri orta seviyede olduğundan veri hacmi de ek bir risk unsuru taşımaktadır.","Bu olay gözlemlenmeli ve kullanıcının geçmiş eylemlerine ve gönderim içeriğine bağlı olarak daha fazla analiz yapılmalıdır. Gelecek gönderimler için kullanıcıya veri koruma politikaları hatırlatılmalıdır. Riskin devam etmesi durumda daha detaylı inceleme başlatılmalıdır.",338497279,"141"
